dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.subject.keywords,item.collection,item.openaireRights,dc.authority.people,
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019568,eng,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,5,"Attiwill, Suzie;CRESPI, LUCIANO;FASSI, DAVIDE;Giunta, Elena Enrica;Hermida, Belen"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019569,ita,2016,Esperti anonimi,-,-,-,-,"Heritage BIM, Paesaggi Urbani Storici, Sistemi di rilievo, Modelli 3D, Certosa di Bologna",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"AMORUSO, GIUSEPPE;MANTI, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019571,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"Teixeira, Carlos;DESERTI, ALESSANDRO;Mata Garcia, Laura"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019647,eng;chi,2016,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019648,eng;ita,2016,Comitato scientifico,-,-,-,-,Uffici,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019714,ita,2016,Esperti anonimi,-,-,-,-,Centro Progetti Tecno,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019716,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019723,ita,2014,Esperti anonimi,-,-,-,-,Abet Laminati,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019724,ita,2016,Comitato scientifico,-,-,-,-,"classicismo, ritorno alla figurazione, fortuna novecentesca di Piero della Francesca",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAZZANTI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1019725,ita,2013,Esperti anonimi,-,-,-,-,Fede Cheti,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"LECCE, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1020040,eng,2016,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"GUGLIELMETTI, ILARIA;TROCCHIANESI, RAFFAELLA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1020384,eng,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DE PAOLIS, ROBERTO;GUERINI, SILVIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1020703,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"STUDER, LUCA PASINO;KETABDARI, MISAGH;MARCHIONNI, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1021257,eng,2016,Comitato scientifico,-,-,-,-,"Advanced Material, Material Design Culture, Design research, Madec, hydrophobic supermetal, aerographite, graphene, bullet-proof polymers, self-healing bio-concrete, bone polymer",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"FERRARA, MARIA RITA;COGLIATI, NAIKE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1021533,eng;ita,2017,-,-,-,-,-,tunnel safety,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"BORGHETTI, FABIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1021870,eng;ita,2017,Comitato scientifico,-,-,-,-,"Rinascente, Milano, storia, archivi, Marcello Dudovich, Albe Steiner, Max Huber, Amneris Latis, Carlo Pagani, Gian Carlo Ortelli",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1022010,eng;ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"FINESSI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1022047,eng;ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"FINESSI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1022051,eng;fra;ita;nld,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1023036,eng;ita,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1023042,eng;ita,2013,Comitato scientifico,-,-,-,-,"design del gioiello, jewellery design, accessory design, fashion accessory, alba cappellieri, design innovation",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1023043,eng;ita,2015,Comitato scientifico,-,-,-,-,"elio fiorucci, alba cappellieri, moda, design, accessorio moda, design del gioiello, jewellery design, museo del gioiello",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1024730,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CONTE, SARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1026635,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"CAUTELA, CABIRIO;RAMPINO, LUCIA ROSA ELENA;COLOMBO, SARA;SIMONELLI, GIULIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1026885,eng,2015,-,-,-,-,-,"LUCE, ILLUMINOTECNICA, ILLUMINAZIONE DELLE OPERE D'ARTE",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"MURANO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1028380,ita,2016,-,-,-,-,-,"interior, bedroom, hybrid space",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1028407,eng;ita,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,6,"Scarpellini, E.;Pouillard, V.;Segre, R.;TURINETTO, MARCO;Puccinelli, E.;Sergio, G."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1030009,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DOMINONI, ANNALISA;Quaquaro, Benedetto"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1030321,ita,2010,-,-,-,-,-,Comunicazione audiovisiva,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CIANCIA, MARIANA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1030347,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CIANCIA, MARIANA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1030608,eng;ita,2017,Comitato scientifico,-,-,-,-,"Alba Cappellieri, Politecnico di Milano, Salvatore Ferragamo, accessory design, jewellery design, fashion design, design della moda, design del gioiello, design dell'accessorio, gioiello",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031723,ita,2017,Comitato scientifico,-,-,-,-,"Zanetti Anton Maria, Leonardo da Vinci, caricature",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031869,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"AYALA GARCIA, CAMILO;ROGNOLI, VALENTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031871,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"PARISI, STEFANO;ROGNOLI, VALENTINA;Sonneveld, Marieke"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031899,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"AFFINITO, LAURA;CONTI, GIOVANNI MARIA;MOTTA, MARTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031909,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"VENDITTI, SIMONA;PIREDDA, FRANCESCA;MATTANA, WALTER"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031910,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"PIREDDA, FRANCESCA;BERTOLOTTI, ELISA;VENDITTI, SIMONA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031975,eng,2017,Comitato scientifico,-,-,-,-,Hannah Arendt,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Virginia Tassinari;Francesca Piredda;BERTOLOTTI, ELISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1031994,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DEVECCHI, ALICE;GUERRINI, LUCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1032294,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"BARATIN, LAURA;DEVECCHI, ALICE;Gasparetto, F.;Moretti, E."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1032380,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Antonacci, Francesca;BERTOLO, MARESA;MARIANI, ILARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1032445,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"FASSI, DAVIDE;SEDINI, CARLA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1032699,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"MAURI, MICHELE;PINI, AZZURRA;CIUCCARELLI, PAOLO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1033185,eng,2014,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"PRESTES JOLY, MAÍRA;Ricardo Straioto;Luiz Fernando Figueiredo"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1033255,eng,2017,Esperti anonimi,-,-,-,-,"Persuasive technology, wearable technology, health, human- centred approach",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"FERRARO, VENERE;STEPANOVIC, MILA;FERRARIS, SILVIA DEBORAH"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1033881,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"REINA, MARTA ISABELLA;BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1034226,eng,2016,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"COLOMBI, CHIARA;VACCA, FEDERICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1034823,eng;ita,2017,Esperti non anonimi,-,-,-,-,Renzo Piano,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1034977,eng;ita,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BORGHETTI, FABIO;CALABRESE, VERONICA;MAJA, ROBERTO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1035144,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SELLONI, DANIELA;CORUBOLO, MARTA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1035258,ita,2017,Comitato scientifico,-,-,-,-,"Leonardo, Cenacolo, Storiografia artistica",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"Marani, P."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1035623,eng,2011,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CAMOCINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1035765,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DOMINONI, ANNALISA;Quaquaro, Benedetto"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1035766,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,A. Dominoni
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1036403,ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"Tibúrcio, I. H."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1036404,ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"Tibúrcio, I. H."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1037008,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,Silvia Piardi;Luca Mori;Matteo Attardo;Davide Cornetto;Stefano Vicari
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1037552,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,7,"Cocetta, Giacomo;Casciani, Daria;Bulgari, Roberta;Musante, Fulvio;KoÅ‚ton, Anna;Rossi, Maurizio;Ferrante, Antonio"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038048,eng,2017,-,-,-,-,-,"Strategic Design, learning experience, e-learning, practice based approach, professional learning",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,Arianna Vignati;Luca Fois;Michele Melazzini;Xue Pei;Francesco Zurlo
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038053,eng,2017,-,-,-,-,-,"design strategy, organisational change, social cooperative, evaluation",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,Xue Pei;Francesco Zurlo;Arianna Vignati;Luca Fois;Michele Melazzini
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038480,ita,2017,Esperti anonimi,-,-,-,-,"Lighting design, Fabbricazione digitale, Illuminazione integrata, LED lighting, Design parametrico",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,D. Casciani
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038494,eng;ita,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,R. Maffeis
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038508,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Colombo, Gabriele;Ciuccarelli, Paolo;Mauri, Michele"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038511,eng;ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"G. Colombo;BARDELLI, FEDERICA;DE GAETANO, CARLO ALESSANDRO MORGAN"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038528,eng,2016,-,-,-,-,-,"Co-design; Lifestyle monitoring; Smart garment design; Teenagers; Wearable sensors; Analytical Chemistry; Atomic and Molecular Physics, and Optics; Biochemistry; Instrumentation; Electrical and Electronic Engineering",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,6,"Standoli, Carlo Emilio;Guarneri, Maria Renata;Perego, Paolo;Mazzola, Marco;Mazzola, Alessandra;Andreoni, Giuseppe"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1038534,eng;ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,none,1,Finessi
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039067,ita,2017,-,-,-,-,-,Sicurezza galleria,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,F. Borghetti
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039382,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,5,"Deserti, A;Galimberti, G;MERCIAI, MATILDE;Previtali, B;Rognoli, V."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039705,eng;spa,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,S. Franceschini;L. Guerrini
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039818,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,4,"Collina, Luisa;Galluzzo, Laura;Maffei, Stefano;MONNA, VANESSA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039819,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,4,"menichinelli, massimo;bianchini, massimo;carosi, alessandra;maffei, stefano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1039998,eng;ita,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,Maria Pompeiana Iarossi;Giampiero Mele;Michela Rossi
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1040685,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,M. Roxburgh;E. Caratti
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1041014,ita,2017,-,-,-,-,-,"Design for policy, amministrazione locale, politiche di sviluppo locale, imprenditoria sociale",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DI DIO, DENISE;M. Mortati"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1041230,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,"Andreoni, G;Mazzola, M;Matteoli, S;D’Onofrio, S;Forzoni, L."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1041957,eng;ita,2005,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BERTOLA, P."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043178,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,4,"GIUNTA, ELENA ENRICA;GALEAZZI, CHIARA;Agnese Rebaglio;SIMEONE, GIULIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043419,eng,2018,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"Crabu, Stefano;Magaudda, Paolo"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043446,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Mora, Emanuela;Rocamora, Agnès;Volonté, Paolo"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043447,ita,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,P. Volonte'
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043504,ita,2017,Esperti anonimi,-,-,-,-,Ruolo del design,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,M. Ferrara;L. De Bartolomeis
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043509,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,R. Carullo;C. Cecchini;M. Ferrara;C. Langella;S. Lucibello
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043727,ita,2009,Esperti non anonimi,-,-,-,-,architettura contemporanea; colonie elioterapiche; parchi tematici; Cremona,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043764,ita,2002,Esperti non anonimi,-,-,-,-,restauro; monumenti; Crema; Duomo; Amos Edallo,01.1 Articolo in Rivista,none,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043768,ita,2001,Esperti non anonimi,-,-,-,-,razionalismo; Lombardia; Cremona; Carlo Gaudenzi,01.1 Articolo in Rivista,none,1,Feraboli M. T.
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1043900,eng,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,M. Carulli;M. Bordegoni;M. Bianchini;P. Bolzan;S. Maffei
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044089,eng,2017,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,M. Celi;E. Formia
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044124,ita,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"Crabu, Stefano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044125,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,S. Crabu;A. Mongili
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044126,ita,2017,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,S. Crabu;P. Magaudda
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044127,ita,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,S. Crabu;P. Magaudda
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044128,eng,2016,-,-,-,-,-,Biomarkers; Clinical and experimental technomimicry; Ethnography; Oncology; Personalised medicine; Translational biomedicine; Health (social science); Sociology and Political Science,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"Crabu, Stefano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044129,ita,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"Crabu, Stefano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044130,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044155,eng,2017,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"Volonté, Paolo"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/1044376,eng,2017,"Sì, ma tipo non specificato",-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,4,"ERGUL, MUSTAFA EMRE;Andrea Ratti;Sebastiano Ercoli;Arianna Bionda"
