dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111064743	 sono cultura Rapporto 2018 L'Italia della qualit�  della bellezza sfida  crisi	Zurlo Francesco	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	italia;cultura;rapporto;crisi;bellezza;sfida;porto;cult;belle
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111064748	Introducing designdriven innovation into Brazilian MSMEs Barriers  next challenges  design support	Fonseca Braga Mariana	PhD student	ICAR/16 - Architettura Degli Interni E Allestimento	
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065409	 campo della configurazione visiva	Bucchetti Valeria Luisa	Design e Culture	ICAR/13 - Disegno Industriale	campo;azione
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065560	Wearable Technology   Tool  Motivate Health Behaviour  Case Study	Ferraro Venere	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	case;study;tech
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065561	DesignMultidisciplinariet�  valore  metodi qualitativi della ricerca	Ferraro Venere	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	ricerca;disciplinari;multi
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065785	 prospettiva come architettura immateriale  finto coro  Santa Maria presso  SatiroThe Perspective  immaterial Building  fake Choir  Santa Maria   Satiro	Rossi Monica	Not in design department	ICAR/17 - Disegno	architettura;oro;santa;presso;building;mar;perspective
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065835	Humanistic design  mestieri artigiani  modello Autentico Contemporaneo Milanese	Lupo Eleonora	Design e Culture	ICAR/13 - Disegno Industriale	milan;contemporaneo;arti;tempo;human;ora;mani;mestieri
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065843	Communicative procedures   digital 	Galbiati Maria Luisa	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	
2018	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet113111065847	Sinestesie  visivo Intonazioni  cinetismi  testi figurati	Ricco' Dina	Design e Culture	ICAR/13 - Disegno Industriale	nazioni;testi;test
2017	 ALTRO Esposizione	httphandlenet113111050076	 Celti  Golasecca	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	
2017	 ALTRO Mostra	httphandlenet113111022094	SaloneSatellite  anni  nuova creativitaﾠ	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	creativi;vita;salone
2017	 ALTRO Mostra	httphandlenet113111022095	Dimensione domestica Achille  Pier Giacomo Castiglioni   strana idea  arredamento Atto 	Finessi Giuseppe	Associate Professor	ICAR/16 - Architettura Degli Interni E Allestimento	dimensione;como;castiglioni;achille;idea;arredamento;giacomo
2017	 ALTRO Altro	httphandlenet113111020016	Social Innovation Community  Project Deliverable  Report   learning principles  processes	Rizzo Giovanna	Not in design department	ICAR/13 - Disegno Industriale	era;processe;learning;deliverable;project
2017	 ALTRO Altro	httphandlenet113111020020	CIMULACT Citizen  MultiActor Consultation  Horizon 2020 first draft  social needs based research programme scenarios  illustrated proposal     research programmes addressing  overarching social needs derived from  citizens visions	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	era;scenari;research;base;multi
2017	 BREVETTO Brevetto	httphandlenet113111011853	Dispositivo  navigazione indossabile   persona	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	indossabile;azione;siti
2017	 BREVETTO Brevetto	httphandlenet113111026966	Metodo  dispositivo indossabile   controllo  inquinanti gassosi	Ferraro Venere	Assistant Professor	ICAR/13 - Disegno Industriale	metodo;indossabile;siti
2017	 BREVETTO Brevetto	httphandlenet113111028484	SISTEMA PLURISENSORIALE ADATTATO   PREVENZIONE  MALATTIE PROFESSIONALI NELLAMBIENTE   LAVORO  METODO  LUSO  SISTEMA	jansen	-0	-0	ambiente;atti;metodo;senso;uso;sensoriale;oro;adattato;tema
2017	 BREVETTO Brevetto	httphandlenet113111031972	MUtable Interactive Childrens table	Tolino Umberto	Design e Culture	ICAR/13 - Disegno Industriale	era
2017	 BREVETTO Brevetto	httphandlenet113111045202	Culla  neonati	Beltrami Benedetta	Not in design department	ICAR/13 - Disegno Industriale	
2017	 BREVETTO Brevetto	httphandlenet113111052998	Apparato  metodo  illuminare oggetti	Murano Francesco	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	metodo
2017	 BREVETTO Brevetto	httphandlenet113111056092	APPARECCHIATURA MISCELATRICE  DOSATRICE  PRODOTTI DETERGENTI	Postiglione Gennaro	Not in design department	ICAR/13 - Disegno Industriale	apparecchi
2017	 Contributo  Atti  convegno	httphandlenet113111009808	 technology  industrial design  breathe  life into product design  this  future  fashion  textiles	Motta Martina	No section	ICAR/13 - Disegno Industriale	fashion;textile;life;tech
2017	 Contributo  Atti  convegno	httphandlenet113111013178	INDUSTRY   DIGITALIZATION FROM DESIGN  PRODUCTION  MARKET  INDUSTRIAL SYSTEMS	Palmieri Stefania	Assistant Professor	ICAR/13 - Disegno Industriale	system;mar
2017	 Contributo  Atti  convegno	httphandlenet113111013183	INNOVATION  COMPETITIVENESS   UNIVERSITIES	Palmieri Stefania	Design e Culture	ICAR/13 - Disegno Industriale	siti
2017	 Contributo  Atti  convegno	httphandlenet113111013187	 CERAMICA  DESIGN  INNOVAZIONE	Palmieri Stefania	Design e Culture	ICAR/13 - Disegno Industriale	innovazione;era;azione
2017	 Contributo  Atti  convegno	httphandlenet113111013189	INNOVATIVE MATERIAL DRIVEN DESIGN BUSINESS	Palmieri Stefania	Design e Culture	ICAR/13 - Disegno Industriale	business
2017	 Contributo  Atti  convegno	httphandlenet113111013190	 OPPORTUNITY  INNOVATION UNIVERSITYBUSINESS COOPERATION	Palmieri Stefania	Design e Culture	ICAR/13 - Disegno Industriale	era;business;coop
2017	 Contributo  Atti  convegno	httphandlenet113111013192	 CONSUMER BETWEEN TRADITION   DATA	Palmieri Stefania	Design e Culture	ICAR/13 - Disegno Industriale	between;data
2017	 Contributo  Atti  convegno	httphandlenet113111014005	                    Buranos jacket  fashion designers    territory  develop  collection	Vitali Annamaria Andrea	Not in design department	ICAR/13 - Disegno Industriale	fashion
2017	 Contributo  Atti  convegno	httphandlenet113111014839	Design  Sustainability     Everywhere  Learning Network  Sustainability	Vezzoli Carlo Arnaldo	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	learning;network;sustainability
2017	 Contributo  Atti  convegno	httphandlenet113111018784	Design  Making   sviluppo  lavoro apprendimento  socializzazione  Filanda  Sulbiate	Arquilla Venanzio	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	apprendimento;azione;making;oro
2017	 Contributo  Atti  convegno	httphandlenet113111019518	Smart Digital Solutions  Desirable HumanMachine Interactions  Contribution  Terms  Design Methodology	Pillan Margherita	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	era;human;interaction;mar
2017	 Contributo  Atti  convegno	httphandlenet113111024805	Creativity    drive  entrepreneurship education	jonker	-0	-0	creativi
2017	 Contributo  Atti  convegno	httphandlenet113111026586	CONVERGENZA DIGITALE  COMUNICAZIONE DEMERGENZA  Analisi  progettazione   sistema  context awareness   resilienza sociale durante  eventi alluvionali	Guida Francesco Ermanno	Design e Culture	ICAR/13 - Disegno Industriale	comunicazione;sociale;digitale;analisi;azione;venti;comuni;tema;convergenza
2017	 Contributo  Atti  convegno	httphandlenet113111027484	Wandering Eyes Reframing Ethnography  collecting Hints   Design  Products  Systems  Domestic Environments	Pillan Margherita	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	system;products
2017	 Contributo  Atti  convegno	httphandlenet113111029019	Introduction Changing Design Practices   Design What  Design   Designs	kaygan	-0	-0	practice;introduction
2017	 Contributo  Atti  convegno	httphandlenet113111029253	Communication Design  Social Impact Using Digital Media  Storytelling Practices  Disseminating  Activities	Galbiati Maria Luisa	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	storytelling;practice
2017	 Contributo  Atti  convegno	httphandlenet113111030383	Materials  Enabling Agents  Innovative Social Practices  Future Social Business	Vezzani Valentina	Not in design department	ICAR/13 - Disegno Industriale	business;practice
2017	 Contributo  Atti  convegno	httphandlenet113111030755	Learning from  past Water heritage Landscape pattern around Parma	Rossi Monica	Not in design department	ICAR/17 - Disegno	learning;heritage;landscape;parma
2017	 Contributo  Atti  convegno	httphandlenet113111030775	Designing remains	Crespi Luciano	Not in design department	SPS/07 - Sociologia Generale	designing;mai
2017	 Contributo  Atti  convegno	httphandlenet113111030867	Five Kingdoms   Materials  Design	camilo ayalagarcia valentina rognoli elvin karana	-0	-0	
2017	 Contributo  Atti  convegno	httphandlenet113111030869	Tinkering with Mycelium  case study	Parisi Stefano	Not in design department	ICAR/13 - Disegno Industriale	case;study
2017	 Contributo  Atti  convegno	httphandlenet113111031549	 reference framework  mhealth patents  innovative services	Zambarbieri Daniela	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	service;framework
2017	 Contributo  Atti  convegno	httphandlenet113111031551	Cremona City  Water  River Architecture	Vitali Annamaria Andrea	Not in design department	ICAR/13 - Disegno Industriale	city;cremona
2017	 Contributo  Atti  convegno	httphandlenet113111032017	Texture design  Environment Translation tools  places identity	Calabi Daniela Anna	Design e Culture	ICAR/13 - Disegno Industriale	trans
2017	 Contributo  Atti  convegno	httphandlenet113111032083	Design   Tool  Bringing  Life   Historic Centre  LAquila	Tomasini Luca	Not in design department	ICAR/13 - Disegno Industriale	life
2017	 Contributo  Atti  convegno	httphandlenet113111032293	Communitybased care   Living Heritage  University Colleges  Urbino   case study	Devecchi Alice	No section	ICAR/13 - Disegno Industriale	case;heritage;base;living;study;car
2017	 Contributo  Atti  convegno	httphandlenet113111032308	Buzzword Sensing Fashion Brands through Social Networks	Bertola Paola	Design e Culture	ICAR/13 - Disegno Industriale	brand;sensi;fashion;through;network
2017		httphandlenet113111032310	SPERIMENTAZIONE	Devecchi Alice	No section	ICAR/13 - Disegno Industriale	sperimentazione;azione
2017	 Contributo  Atti  convegno	httphandlenet113111032347	Valorisation Experience Process  Raising Awareness   Eastern Modernist Architecture Towards Layperson Audience	Stojanovic Bogdan	Not in design department	ICAR/13 - Disegno Industriale	valori;moderni;experience
2017	 Contributo  Atti  convegno	httphandlenet113111032389	GHItaly  Workshop  GamesHuman Interaction	 marsico	-0	-0	era;workshop;ghitaly;human;interaction;games
2017	 Contributo  Atti  convegno	httphandlenet113111032475	Design  social sustainability  reflection   role   physical realm  facilitating community design	calvo	-0	-0	real;sustainability
2017	 Contributo  Atti  convegno	httphandlenet113111032644	Design  Changing  Stereotypes  Chinese Food business   Breakthrough Point	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	business;food;through
2017	 Contributo  Atti  convegno	httphandlenet113111032795	Anthropocene  Design  role  design   emerging territorial scenarios  concemporary ruins   Anthropocene epoch	Gramegna Silvia Maria	No section	ICAR/13 - Disegno Industriale	scenari;ora
2017	 Contributo  Atti  convegno	httphandlenet113111033251	Make  beautiful   request with difficult academic answers	Ferraris Silvia Deborah	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	cult
2017	 Contributo  Atti  convegno	httphandlenet113111033256	Designing  empathic experience  workshop	Devecchi Alice	No section	ICAR/13 - Disegno Industriale	workshop;designing;experience
2017	 Contributo  Atti  convegno	httphandlenet113111033635	Fashion design  Contemporary  tools  public space enhancement	Motta Martina	No section	ICAR/13 - Disegno Industriale	tempo;fashion;ora;public
2017	 Contributo  Atti  convegno	httphandlenet113111033903	Designing Dialogs between Users  Products through  Sensory Language	Bergamaschi Sara	Not in design department	ICAR/13 - Disegno Industriale	senso;designing;through;user;products;between
2017	 Contributo  Atti  convegno	httphandlenet113111033904	Igeni Reinforcing Hygiene Practices  Children Through Dynamic Products	taverna	-0	-0	through;products;practice
2017	 Contributo  Atti  convegno	httphandlenet113111034253	Connecting identities  traditional fashion know promotes social innovation	Bertola Paola	Design e Culture	ICAR/13 - Disegno Industriale	fashion
2017	 Contributo  Atti  convegno	httphandlenet113111035151	Design  social enterprises designing  organizational  cultural change	Selloni Daniela	Design e Culture	ICAR/13 - Disegno Industriale	cultura;designing;cult
2017	 Contributo  Atti  convegno	httphandlenet113111036096	Design Doing What    More Design into Design Thinking	Rossi Monica	Not in design department	ICAR/17 - Disegno	thinking
2017	 Contributo  Atti  convegno	httphandlenet113111036405	Espaa urbano intermedia design  light  como catalisadores  mudana  Intermediate urban space design  light   catalysts  change	tibaﾺrcio	-0	-0	urbano;light;como
2017	 Contributo  Atti  convegno	httphandlenet113111036434	Intercultural narratives beyond borders	Crespi Luciano	Not in design department	SPS/07 - Sociologia Generale	cultura;cult;beyond
2017	 Contributo  Atti  convegno	httphandlenet113111036476	Designing material interaction  promote water saving  exploration  sensory language	Bergamaschi Sara	Not in design department	ICAR/13 - Disegno Industriale	era;senso;designing;ora;interaction
2017	 Contributo  Atti  convegno	httphandlenet113111036478	 Design Thinking Tools   Next Generation  DesignerEntrepreneurs	Colombo Sara	Not in design department	ICAR/13 - Disegno Industriale	era;thinking
2017	 Contributo  Atti  convegno	httphandlenet113111036734	Metaphorical spaces   used  designers  explore experiment  express concepts  Interiors	Trocchianesi Raffaella	Design e Culture	ICAR/13 - Disegno Industriale	concept;spaces;interiors;meta
2017	 Contributo  Atti  convegno	httphandlenet113111036818	Metaphorical exhibitions between   design  mutual relationship beyond borders	Trocchianesi Raffaella	Design e Culture	ICAR/13 - Disegno Industriale	exhibition;between;meta;beyond;relationship
2017	 Contributo  Atti  convegno	httphandlenet113111037142	FROM PRODUCT  PROCESS  FASHION READING  DISCIPLINARY EVOLUTION THROUGH  METADESIGN APPROACH	Bertola Paola	Design e Culture	ICAR/13 - Disegno Industriale	fashion;through;meta
2017	 Contributo  Atti  convegno	httphandlenet113111037273	DESIGN STRATEGIES  CULTURAL HERITAGE INNOVATING TRADITIONS WITHIN MUSEUMS	Lupo Eleonora	Design e Culture	ICAR/13 - Disegno Industriale	cultura;heritage;museums;cult
2017	 Contributo  Atti  convegno	httphandlenet113111037321	Merging product design  mechanical engineering approaches into  master lever design studio course	Ferraris Silvia Deborah	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	studi;master
2017	 Contributo  Atti  convegno	httphandlenet113111037428	Activism  Games Exploring Boundaries	Mariani Ilaria	Design di Prodotti Strategie e Servizi	L-ART/02 - Storia Dell'Arte Moderna	games
2017	 Contributo  Atti  convegno	httphandlenet113111037853	REVEALING INTERACTIONS SITUATED PLAY  FIRSTHAND KNOWLEDGE	Mariani Ilaria	Design di Prodotti Strategie e Servizi	L-ART/02 - Storia Dell'Arte Moderna	era;led;knowledge;interaction
