dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/562507;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LUCE;Light art in Italy, Sessanta installazioni in interni ed esterni nel libro e CD di Gisella Gellini e Francesco Murano;-0;1;-0;MURANO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;Archivi di architettura e design; disegno di progetto; catalogazione; Luciano Baldessari; architettura italiana XX secolo; futurismo; razionalismo; Milano; Rovereto;http://hdl.handle.net/11311/562601;1998;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MODO;Luciano Baldessari;-0;1;-0;CIAGA', GRAZIELLA LEYLA;-0;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;eng;Design for territorial development; Sustainable Tourism; Mediterranean Area;http://hdl.handle.net/11311/562636;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Identità, sviluppo e turismi.Identity, Development and Tourism.;-0;1;-0;PARENTE, MARINA;-0;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/openAccess;-0;eng;Design Strategico; Scenario Building;http://hdl.handle.net/11311/562705;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;São Paulo Design Visions: Strategic design as an agent of dialog and transformation;-0;4;-0;"A. Rossi Filho;MERONI, ANNA;C. Monti;GALISAI, ROBERTO";-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563120;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;I NUOVI MATERIALI DELL'ERA SOSTENIBILE;-0;1;-0;CEPPI, GIULIO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563121;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;PLASTICHE AL 2015 TECNOLOGIA TRA DESIGN & RICERCA;-0;1;-0;CEPPI, GIULIO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563124;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GAP CASA;ESTETICHE DELLA CUSTOMIZZAZIONE;-0;1;-0;CEPPI, GIULIO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563127;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;US;RISTORAZIONE IN AZIENDA. SCENARI EVOLUTIVI E FUTURI POSSIBILI/STAFF RESTAURANTS. EVOLUTIONARY SCENARIOS AND POSSIBLE FUTURES;-0;2;-0;"CEPPI, GIULIO;MOJOLI, GIACOMO";-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563128;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL BAGNO OGGI E DOMANI;IL FUTURO PROSSIMO DEL BENESSERE/THE IMMINENT FUTURE OF WELLBEING;-0;1;-0;CEPPI, GIULIO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/563180;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MACCHINE UTENSILI;Design for laser: quando il gadget parla di laser;-0;3;-0;"INGARAMO, MATTEO ORESTE;PRADEL, PATRICK;PREVITALI, BARBARA";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng;"Interaction Design
Design research";http://hdl.handle.net/11311/563201;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;KNOWLEDGE, TECHNOLOGY, & POLICY;Interaction Design in Italy: where we are;-0;1;-0;RIZZO, FRANCESCA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563271;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Il concetto di luogo e i suoi attributi;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563273;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HOME ITALIA;Come riportare il mondo del progetto ad un’affezione per il tessile?;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563296;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COLORE;Il laboratorio della visione nella propedeutica alla progettazione;-0;1;-0;BISSON, MARIO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563329;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DOMUS;Il ridisegno di un piano dell'accademia dei filodrammatici come occasione di dialogo architettonico tra giovani progettisti e un maestro storico;-0;1;-0;BOSONI, GIAMPIERO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563339;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Museo del design e nuove opportunità;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563341;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HOME ITALIA;Nuovi sensi per i tessuti;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563344;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HOME ITALIA;Investire nel Brand Italia;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563345;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Fibre e natura;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563346;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Il mondo del tessile;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563347;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FEDERMOBILI;Arreda.net una scelta innovativa sul mercato della distribuzione italiana;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/563348;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;La moda come fattore di strutturazione urbana?;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563396;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AD. ARCHITECTURAL DIGEST;L'eccezione è la regola;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/563415;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MATERIALS & DESIGN;Cascade approach on recycling for marble and granite product design;-0;3;-0;"Santos dos, A.;Pereira, C. S.;VEZZOLI, CARLO ARNALDO";-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;design; donne; Mediterraneo; social design;http://hdl.handle.net/11311/563449;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Donne del Mediterraneo;-0;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;Mediterraneo; Design; V.Pasca; E. Rozenberg; A. Cibic; W. Nochi;http://hdl.handle.net/11311/563451;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PAD;Mediterranean Design. Design Mediterraneo. Il convegno;-0;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;
-0;-0;-0;-0;none;-0;eng;-0;http://hdl.handle.net/11311/563470;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN MANAGEMENT REVIEW;Design Brings Innovation to the Base of the Pyramid;-0;3;-0;"Santos dos A.;Krämer A.;VEZZOLI, CARLO ARNALDO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563531;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN REVIEW;Fab Lab Social Technology;-0;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563548;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMPACKT;100% alimentare. Dispositivi per l'accesso;-0;1;-0;BUCCHETTI, VALERIA LUISA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;"strategic design; design practice; SMEs; industrial 
clustersPalavras-chave: design estratégico; prática de design";http://hdl.handle.net/11311/563565;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;The strategic role of design: The Italian case;-0;1;-0;DESERTI, ALESSANDRO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/563602;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ECONOMIA DEI SERVIZI;Lo stato della regolazione dei trasporti in Italia;-0;2;-0;"BERIA, PAOLO;PONTI, MARCO GUIDO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Cultural design; cultura urbana;http://hdl.handle.net/11311/563610;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TAFTER JOURNAL;Illuminando la città. Esperienze urbane tra arte e design.;-0;1;-0;TROCCHIANESI, RAFFAELLA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563644;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;“Triennale Design Museum. Happy Birthday!;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563645;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Triennale Design Museum atto II;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563646;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Serge Latouche, dalla liquidità alla decrescita nuovo modelli di sviluppo per il design;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563647;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Adelaide Acerbi Astori, la grand dame del design;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563648;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Caritas in Veritate, l'enciclica del papa designer;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563649;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;In Corea il design parla italiano;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563651;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;I designer del glocal, Huberto e Fernando Campana;-0;1;-0;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563666;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CONVERGÊNCIAS;Proiezioni urbane. Il racconto della città nel cinema e nell’audiovisivo;-0;1;-0;GALBIATI, MARIA LUISA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563667;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNI. LA RIVISTA DELL'ARREDAMENTO;Tra barche e case leggendo le piante;-0;1;-0;PIARDI, SILVIA ELVIRA MARIA;-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563681;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COLORE;"Chromatic textures. A story of basic design.
Trame colorate. Un racconto di basic design";-0;1;-0;CALABI, DANIELA ANNA;-0;;;;;;;;;;;;;
-0;Comitato scientifico;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;communication design; identity; urban design; haptic perception; design; cultural turism;http://hdl.handle.net/11311/563683;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;STRATEGIC DESIGN RESEARCH JOURNAL;"Communication design and environment: A strategic instrument of relationship.
Design della comunicazione e territorio: uno strumento strategico di relazione.";ELETTRONICO;1;-0;CALABI, DANIELA ANNA;-0;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;-0;http://hdl.handle.net/11311/563695;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INTERNI. LA RIVISTA DELL'ARREDAMENTO;Luce buio, giorno notte, estate inverno;-0;1;-0;PIARDI, SILVIA ELVIRA MARIA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563706;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Triennale Design Museum;-0;1;-0;BIAMONTI, ALESSANDRO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/563714;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Scenografie per lo stage della città;-0;1;-0;BIAMONTI, ALESSANDRO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563717;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Il futuro del design italiano;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563718;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TAFTER;Design per la promozione del Made in Italy;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563836;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTE E CRITICA;Design, sperimentazione e pezzo unico;-0;1;-0;FERRARA, MARIA RITA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563837;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TAFTER JOURNAL;Formare comunità, in-formare territori. Designing connected places: fare scuola di design per il territorio;-0;2;-0;"LUPO, ELEONORA;C. Campagnaro";-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563850;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Progettare la ripresa;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/563852;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Formazione in competizione;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/563853;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;Ventitre per un sessanta;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/563854;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;NAUTECH;A flexible personality;-0;1;-0;RATTI, ANDREA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng jpn;jpn;-0;http://hdl.handle.net/11311/564019;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIDEA;Max Huber: Designer Ludens;-0;1;-0;BOSONI, GIAMPIERO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng jpn;jpn;-0;http://hdl.handle.net/11311/564020;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AIDEA;Architectural Graphics;-0;1;-0;BOSONI, GIAMPIERO;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng;-0;http://hdl.handle.net/11311/564042;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOUNDATIONS OF COMPUTING AND DECISION SCIENCE;Optimal results and tight bounds for the maximum diversity problem;-0;3;-0;"R. Aringhieri;BRUGLIERI, MAURIZIO;R. Cordone";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564060;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Miu Miu boutique, Madrid - Multi-faceted femininity;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564061;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;“Puma City – mobile Avant-garde”;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/564062;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Selexyz Dominicanen Bookstore – Selling the Soul;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564063;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CODE;Max Mara – Stunning itinerary;-0;1;-0;GEROSA, GIULIA MARIA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564115;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Mandarin Oriental (Hotel);-0;1;-0;SCULLICA, FRANCESCO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;spa ita;ita;-0;http://hdl.handle.net/11311/564316;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;I + DISEÑO;DESIGN E TERRITORIO. QUANDO L'OGGETTO PROGETTUALE DEL DESIGN E' IL CAPITALE TERRITORIALE;-0;1;-0;VILLARI, BEATRICE;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/564321;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNARE CON...;Strumenti e modelli per la rappresentazione dello spazio urbano;-0;2;-0;"AMORUSO, GIUSEPPE;C. Bartolomei";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/564329;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;BIOARCHITETTURA;Sostenibile tradizione del costruire. La realizzazione del piano del colore per rigenerare il centro storico;-0;1;-0;AMORUSO, GIUSEPPE;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564486;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CE INTERNATIONAL;QUANDO CADONO I MURI - WHEN THE WALLS COME DOWN;-0;1;-0;PICCINNO, GIOVANNA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564487;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CE INTERNATIONAL;ENVIRONMENT BIDIMENSIONALE;-0;1;-0;PICCINNO, GIOVANNA;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/564489;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CE INTERNATIONAL;CERAMICA E CONTESTO: ORNAMENTO E MIMESI;-0;1;-0;PICCINNO, GIOVANNA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/564490;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CE INTERNATIONAL;"LE SUPERFICI ""ENGINEERED"" E I CONFINI";-0;1;-0;PICCINNO, GIOVANNA;-0;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/564493;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Il design contro la crisi. Politiche di branding e design di prodotto: il caso Alpa Salotti;-0;1;-0;ZURLO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/564494;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Dis-continuità competitiva nell'impresa famigliare del made in Italy. Il caso lanificio Leo.;-0;1;-0;ZURLO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/564495;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Accompagnare l'apprendimento del design. Il caso Pasini Plus: la maniglia che comunica.;-0;1;-0;ZURLO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/564496;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTE E CRITICA;Massimiliano Adami. Magma Fossile;-0;1;-0;ZURLO, FRANCESCO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/564557;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SOCIALDESIGNZINE;30 taccuini per Napoli;-0;1;-0;GUIDA, FRANCESCO ERMANNO;-0;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/564558;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SOCIALDESIGNZINE;Design Per. L’ambiente. Progettare codici visivi per i luoghi;-0;1;-0;GUIDA, FRANCESCO ERMANNO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/564560;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SOCIALDESIGNZINE;Design Per. I nuovi linguaggi. Progettare la ludica interazione;-0;1;-0;GUIDA, FRANCESCO ERMANNO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Televisione; Narrazione; Fiction; Detection Story.;http://hdl.handle.net/11311/564660;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OCULA;C'era una volta La Squadra. Note sulla fine di un serial tv;-0;1;-0;ZINGALE, SALVATORE;-0;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;Colore; Wayfinding; Semiotica; Comunicazione; Significazione; Cognizione.;http://hdl.handle.net/11311/564664;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COLORE;Direzioni cromatiche;-0;2;-0;"ZINGALE, SALVATORE;M. PASTORE";-0;;;;;;;;
