dc.relation.ispartofbook,dc.subject.keywordsita,dc.description.allpeople,dc.type.full,dc.type.circulation,dc.type.referee,dc.date.issued,dc.publisher.country,item.journal.title,item.openaireRights,dc.relation.medium,dc.publisher.name,dc.identifier.uri,dc.publisher.place,dc.subject.keywords,item.collection,dc.description.numberofauthors,dc.language.iso,dc.title
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,VOGUE GIOIELLO,none,-0,"Edizioni Conde Nast Spa:Piazza Castello 27, 20121 Milan Italy:011 39 02 8561223, Fax: 011 39 02 8055716",http://hdl.handle.net/11311/516168,-0,-0,-0,1,eng;ita,"Gold is Woman,il gioiello al femminile tra design e arte"
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,-0,-0,"Società Editrice Umberto Allemandi & C., Torino",http://hdl.handle.net/11311/516169,-0,-0,01.1 Articolo in Rivista,1,ita,Gaetano Pesce. Il mio pezzo unico non nasce per essere venduto
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,-0,-0,"Società Editrice Umberto Allemandi & C., Torino",http://hdl.handle.net/11311/516170,-0,-0,01.1 Articolo in Rivista,1,ita,"Dall'arte al design, andata e ritorno"
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,none,-0,"Società Editrice Umberto Allemandi & C., Torino",http://hdl.handle.net/11311/516171,-0,-0,-0,1,ita,Il lusso e il surf. Catch the wave
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,-0,-0,"Società Editrice Umberto Allemandi & C., Torino",http://hdl.handle.net/11311/516172,-0,-0,01.1 Articolo in Rivista,1,ita,Salvatore Ferragamo: il ciabattino designer.
-0,-0,A. CAPPELLIERI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,none,-0,"Società Editrice Umberto Allemandi & C., Torino",http://hdl.handle.net/11311/516173,-0,-0,-0,1,ita,Speranze e profezie di design
-0,-0,MARANI; P. MARANI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2008,-0,PARAGONE. ARTE,-0,-0,"Licosa Spa:PO Box 552, I 50125 Florence Italy:011 39 055 64831, EMAIL: licosa@licosa.com, Fax: 011 39 055 641257 Oppure: Sansoni, Firenze non è nota la data di cambio editore.",http://hdl.handle.net/11311/517616,-0,Disegni soggiacenti; Pittura italiana,01.1 Articolo in Rivista,2,ita,Qualche novità sul Maestro della pala Grossi come disegnatore
-0,-0,F. ZURLO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2008,-0,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,-0,-0,"Gangemi Editore, Roma",http://hdl.handle.net/11311/517823,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Serralunga: Ceci n'est pas une vase...
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517824,-0,-0,01.1 Articolo in Rivista,1,ita,"Innovage. Innovare in continuità con la tradizione: il caso Noah, chitarra di Lambrate"
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517825,-0,-0,01.1 Articolo in Rivista,1,ita,Imparare dal passato. Il contributo del design al successo d'impresa: Henry Dreyfuss e il caso John Deere
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517826,-0,-0,01.1 Articolo in Rivista,1,ita,"Design, contesto e Networking: il caso Titania di Luceplan"
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517827,-0,-0,01.1 Articolo in Rivista,1,ita,Kinesis Personal Technogym. Un caso di relazione integrata tra azienda e designer
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517828,-0,-0,01.1 Articolo in Rivista,1,ita,Apprendere il design: il caso Oh by Tutondo – il suono che arreda
-0,-0,"Zurlo, Francesco",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2008,-0,SVILUPPO & ORGANIZZAZIONE,info:eu-repo/semantics/closedAccess,-0,"Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553",http://hdl.handle.net/11311/517829,-0,-0,01.1 Articolo in Rivista,1,ita,Un male necessario? Condizioni ambientali ed efficacia strategica del design: il caso Zucchetti
-0,-0,M. BRUGLIERI; L. LIBERTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2008,-0,ENERGY POLICY,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/518194,-0,"Renewable energy, Biomass exploitation, Mathematical programming",01.1 Articolo in Rivista,2,eng,Optimal running and planning of a biomass-based energy production process.
-0,-0,A. RATTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2008,-0,NAUTECH,-0,-0,Milano : Tecniche nuove,http://hdl.handle.net/11311/521645,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Progettisti crescono
-0,-0,A. RATTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2008,-0,NAUTECH,-0,-0,Milano : Tecniche nuove,http://hdl.handle.net/11311/521646,-0,-0,01.1 Articolo in Rivista,1,eng;ita,"Fuoriclasse, dentro legno"
-0,-0,A. RATTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2008,-0,NAUTECH,none,-0,Milano : Tecniche nuove,http://hdl.handle.net/11311/521647,-0,-0,-0,1,eng;ita,A scuola di innovazione
-0,-0,A. RATTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2008,-0,NAUTECH,-0,-0,Milano : Tecniche nuove,http://hdl.handle.net/11311/521648,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Linee di luce
-0,-0,A. RATTI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2008,-0,NAUTECH,none,-0,Milano : Tecniche nuove,http://hdl.handle.net/11311/521649,-0,-0,-0,1,eng;ita,Professionisti all'opera
-0,-0,E. LUPO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,2008,-0,TAFTER JOURNAL,-0,-0,Roma : Monti&Taft   Esperienze e strumenti per cultura e territorio,http://hdl.handle.net/11311/527689,-0,-0,01.1 Articolo in Rivista,1,ita,"Progettare luoghi, territori, contesti. Una esperienza formativa e progettuale di meta-brand del territorio"
-0,-0,M. PONTI; P. BERIA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,2008,-0,IMPRESA & STATO,info:eu-repo/semantics/closedAccess,-0,"Catanzaro: Rubettino Editore  precedenti: -Milano:  PROMOS editore  -Monza: Franco Angeli Riviste  -Milano : Camera di commercio, industria, artigianato e agricoltura, ©1988",http://hdl.handle.net/11311/532005,-0,-0,01.1 Articolo in Rivista,2,ita,L’ADEGUATEZZA DEL SISTEMA AEROPORTUALE DEL NORD ITALIA
-0,-0,M. PONTI; P. BERIA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,2008,-0,"CONSUMATORI, DIRITTI E MERCATO",info:eu-repo/semantics/closedAccess,-0,Luogo pubbl. Milano  Milano : Guerini e Associati,http://hdl.handle.net/11311/532006,-0,-0,01.1 Articolo in Rivista,2,ita,"Alitalia e Malpensa, difesa dell’offerta o della domanda?"
-0,-0,M. Ferrara; G. Girgenti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2008,-0,PAD,-0,-0,-0,http://hdl.handle.net/11311/533411,-0,donna; design; Mediterraneo; creatività femminile,01.1 Articolo in Rivista,2,ita;eng,"Donne dal Mediterraneo: Soumiya Jalal Mikou, Inci Mutlu, Studio Ferrara."
-0,-0,E. AMALDI; M. BRUGLIERI; G. CASALE,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,"Sì, ma tipo non specificato",2008,-0,COMPUTERS & OPERATIONS RESEARCH,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/544536,-0,-0,01.1 Articolo in Rivista,3,eng,A two-phase relaxation-based heuristic for the maximum feasible subsystem problem
-0,-0,E. ZIO; G. SANSAVINI; R. MAJA; G. MARCHIONNI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,"INTERNATIONAL JOURNAL OF RELIABILITY, QUALITY, AND SAFETY ENGINEERING",info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/544652,-0,Transport networks; Complex systems; Safety; Vulnerability,01.1 Articolo in Rivista,4,eng,An analytical approach to the safety of road networks
-0,-0,M.A. Ramalho; A. Taliercio; A. Anzani; L. Binda; E. Papa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,ADVANCES IN ENGINEERING SOFTWARE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/544901,-0,-0,01.1 Articolo in Rivista,5,eng,A numerical model for the description of the nonlinear behaviour of multi-leaf masonry walls
-0,-0,E. Garavaglia; A. Anzani; L. Binda; G. Cardani,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,MATERIALS AND STRUCTURES,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/544906,-0,Masonry structures; Service life; Decay; Probabilistic model; Experimental data,01.1 Articolo in Rivista,4,eng,Fragility curve probabilistic model applied to durability and long term mechanical damages of masonry
-0,-0,S. Savoretti; M. Rossi; P. Ceregioli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,LUCE E DESIGN,none,-0,-0,http://hdl.handle.net/11311/545366,-0,-0,-0,3,ita,Relight – task light a luce dinamica per il restauro pittorico
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,INNOVARE,-0,-0,-0,http://hdl.handle.net/11311/546105,-0,design research; innovazione; smart textiles,01.1 Articolo in Rivista,1,ita,"La nuova ricerca del tessile. Tra tecnologia, progetto e innovazione"
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,INNOVARE,-0,-0,-0,http://hdl.handle.net/11311/546196,-0,extreme design; protezione; sicurezza,01.1 Articolo in Rivista,1,ita,Design for Extreme Working Environment
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,INNOVARE,none,-0,-0,http://hdl.handle.net/11311/546200,-0,allestimento; design; prototyping,-0,1,ita,Lo sviluppo del progetto nel design attraverso i processi di modellazione della materia
-0,-0,A. Dominoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,INNOVARE,-0,-0,-0,http://hdl.handle.net/11311/546202,-0,design; innovazione; smart textiles,01.1 Articolo in Rivista,1,ita,Indagine sui requisiti performanti dei materiali per l'out-door
-0,-0,M. Canina; I. Celino; E. Frumento; A. Pagani; N Simeoni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,BELTEL,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/546338,-0,-0,01.1 Articolo in Rivista,5,ita,Beni culturali: lo sviluppo del settore passa dall’ICT
-0,-0,"Ceschin, F.; Vezzoli, C.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/546742,-0,-0,01.1 Articolo in Rivista,2,eng;ita,Università: propulsori di sostenibilità / Universities: key drivers of sustainability
-0,-0,C. Vezzoli; F. Ceschin,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,TRASPORTI & CULTURA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/546784,-0,-0,01.1 Articolo in Rivista,2,ita,Modelli di business alternativi per l’industria automobilistica
-0,-0,C. Vezzoli; F. Ceschin,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,HOUSEHOLD AND PERSONAL CARE TODAY,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/546786,-0,-0,01.1 Articolo in Rivista,2,eng,Sustainable product service systems for personal clothing care
-0,-0,A. Colorni; S. Menon; A. Ravarini;,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,JE-LKS. JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547185,-0,Lifelong learning; e-learning; University,01.1 Articolo in Rivista,3,eng,“University Lifelong Learning”
-0,-0,Vezzoli C.; Santos A. d.; Morais D.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,PRODUCT,none,-0,-0,http://hdl.handle.net/11311/547214,-0,-0,-0,3,eng,Linking lean production and design for sustainability on the issue of waste reduction
-0,-0,Vezzoli C.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,OTTAGONO,none,-0,-0,http://hdl.handle.net/11311/547221,-0,-0,-0,1,eng;ita,"Formare al design per la sostenibilità: prodotti, servizi e nuovi sistemi di interazione fra gli attori socio-economici."
-0,-0,N. Crea,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,GUD. GENOVA UNIVERSITÀ DESIGN,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547511,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Dal robot sensibile al robot sentimentale. Implicazioni emozionali del progetto
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547616,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Guerrilla stores
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547617,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Cardboard Chic - Manas Shop
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547618,-0,-0,01.1 Articolo in Rivista,1,eng;ita,What will Milan be like in 2015?
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547621,-0,-0,01.1 Articolo in Rivista,1,eng;ita,"Harmony of contrast - Ann Demeulemeester Shop, Seoul"
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547623,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Carved into tradition - Istanbul Suites Hotel
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547624,-0,-0,01.1 Articolo in Rivista,1,eng;ita,"Inside The whale - My Sushi, Milano"
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547626,-0,-0,01.1 Articolo in Rivista,1,ita;eng,"Optical effect - Myhotel, Brighton"
-0,-0,F. Zurlo; A. Castelli; G. Apolloni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,RE-PUBLIC,none,-0,-0,http://hdl.handle.net/11311/547682,-0,-0,01.1 Articolo in Rivista,3,eng;gre,"The ""everyday feature"" of designing: The project in terms of a new social capital"
-0,-0,G. Simonelli; V. Arquilla; M. Sammicheli; A. Castelli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,RE-PUBLIC,none,-0,-0,http://hdl.handle.net/11311/547684,-0,-0,01.1 Articolo in Rivista,4,gre;eng,"Design Directory/shared platform: How to represent and recognize the ""new"" italian design system"
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,SOLARIA,-0,-0,-0,http://hdl.handle.net/11311/547759,-0,-0,01.1 Articolo in Rivista,1,ita;eng,L’edificio Intelligente
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,-0,none,-0,-0,http://hdl.handle.net/11311/547769,-0,-0,-0,1,eng;ita,"Comunicare l’architettura. Cultura, democrazia, speranza"
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,SOLARIA,-0,-0,-0,http://hdl.handle.net/11311/547786,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Materiali bioecologici
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,SOLARIA,-0,-0,-0,http://hdl.handle.net/11311/547788,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Architettura sostenibile: non solo
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,FEDERMOBILI,none,-0,-0,http://hdl.handle.net/11311/547793,-0,-0,-0,1,ita,Il mobile guarda al futuro
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,FEDERMOBILI,-0,-0,-0,http://hdl.handle.net/11311/547794,-0,-0,01.1 Articolo in Rivista,1,ita,Mettiamo il design al museo
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,FEDERMOBILI,none,-0,-0,http://hdl.handle.net/11311/547797,-0,-0,-0,1,ita,Le tendenze del retail
-0,-0,G. Gerosa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,THE JOURNAL OF DESIGN,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547820,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Design for China 2007
-0,-0,"Piredda, Francesca",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CONVERGÊNCIAS,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/547822,-0,-0,01.1 Articolo in Rivista,1,eng;ita;por,"Design e comunicazione delle pratiche sociali tra cinema, televisione e Web"
-0,-0,Francesco Murano,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,FLARE,none,-0,-0,http://hdl.handle.net/11311/547941,-0,Luce; Scenografia; Teatro; Bob Wilson; Ganzfeld,-0,1,eng;ita,"Immergersi nell'infinito, scenografie teatrali e Ganzfeld: La Caligo di Bob Wilson"
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,IL GIORNALE DELL'ARCHITETTURA,none,-0,-0,http://hdl.handle.net/11311/547965,-0,-0,-0,1,ita,Una sinergia possibile
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,GDO. GRANDE DISTRIBUZIONE & DISTRIBUZIONE ORGANIZZATA WEEK,-0,-0,-0,http://hdl.handle.net/11311/547968,-0,-0,01.1 Articolo in Rivista,1,ita,"Video narrazioni di marca, la scena privilegiata è il punto vendita"
-0,-0,C.Cautela,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,GDO. GRANDE DISTRIBUZIONE & DISTRIBUZIONE ORGANIZZATA WEEK,none,-0,-0,http://hdl.handle.net/11311/547975,-0,Retail design; Service Design,-0,1,ita,Progettare spazi idonei alla creazione di comunità nelle formule commerciali
-0,-0,P. Marani,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,"L'ESTAMPILLE, L'OBJET D'ART",-0,-0,-0,http://hdl.handle.net/11311/548173,-0,Leonardo; Disegni; Collezioni francesi; collezionismo,01.1 Articolo in Rivista,1,fra,Les Dessins de Léonard de Vinci dans les collections francaises
-0,-0,P. Marani,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,ART E DOSSIER,-0,-0,-0,http://hdl.handle.net/11311/548177,-0,Leonardo; Brunelleschi; Prospettiva aerea,01.1 Articolo in Rivista,1,ita,Uno spazio fatto d'aria. Leonardo e la crisi della prospettiva brunelleschiana
-0,-0,A. Ratti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,NAUTECH,-0,-0,-0,http://hdl.handle.net/11311/548211,-0,-0,01.1 Articolo in Rivista,1,ita;eng,The Polytechnic does it again
-0,-0,A. Ratti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,VELA E MOTORE,none,-0,-0,http://hdl.handle.net/11311/548213,-0,-0,-0,1,ita,Fare e disfare
-0,-0,A. Ratti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,COMPOSITI MAGAZINE,-0,-0,-0,http://hdl.handle.net/11311/548214,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Razionalità composita
-0,-0,V. Arquilla; D. Genco,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,RE-PUBLIC,none,-0,-0,http://hdl.handle.net/11311/548573,-0,-0,-0,2,eng,Design_Hub: A 2.0 tool for SMES’ design innovation
-0,-0,G. Finessi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,DOMUS,-0,-0,-0,http://hdl.handle.net/11311/549720,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Da lì. From there
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,-0,none,-0,-0,http://hdl.handle.net/11311/550108,-0,-0,-0,1,ita;eng,La nuova mano del tessuto
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,HOME ITALIA,-0,-0,-0,http://hdl.handle.net/11311/550109,-0,-0,01.1 Articolo in Rivista,1,ita;eng,L’Italia e la Cina
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,HOME ITALIA,-0,-0,-0,http://hdl.handle.net/11311/550112,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Museo del design: occasione per riflettere
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,HOME ITALIA,-0,-0,-0,http://hdl.handle.net/11311/550113,-0,-0,01.1 Articolo in Rivista,1,ita;eng,Nuovi tessuti per nuovi tendaggi
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,-0,none,-0,-0,http://hdl.handle.net/11311/550114,-0,-0,-0,1,ita;eng,Il tessile e il Contract
-0,-0,Arturo Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,-0,none,-0,-0,http://hdl.handle.net/11311/550116,-0,-0,-0,1,eng;ita,Contract Textile Design
-0,-0,L. Collina,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,CODE,-0,-0,-0,http://hdl.handle.net/11311/550234,-0,-0,01.1 Articolo in Rivista,1,ita;eng,"Triennale Design Museum - Milan, Italy"
-0,-0,L. Collina,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,THE JOURNAL OF DESIGN,none,-0,-0,http://hdl.handle.net/11311/550235,-0,-0,-0,1,eng;ita,Italy-China: the experience of teaching
-0,-0,C. Dell’Era; A. Marchesi; R. Verganti; F. Zurlo,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2008,-0,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/550807,-0,-0,01.1 Articolo in Rivista,4,eng,Language Mining: Analysis of the innovation of dominant product languages in design-intensive industries
