dc.type.full	dc.identifier.uri	dc.date.issued	dc.title	dc.authority.people	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/586880	2011	Deliverable 2.1: Scenarios description. Deliverable for the European Project Life 2.0 LIFE 2.0Geographical positioning services to support independent living and social interaction of elderly people ICT-PSP-270965	RIZZO, FRANCESCA;COSTA, FIAMMETTA CARLA ENRICA;Oliva S.	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/605088	2011	Esposizione personale: PARIS_PLIS  Gabriele Pierluisi a cura di Martina Cavallarin.  Parigi dal 03-02-2011 al 03-03-2011	PIERLUISI, GABRIELE	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/631194	2011	Good Idea + Good Design = Good Service ? Learning how to evaluate Service Design	MAFFEI, STEFANO;E. Pacenti;VILLARI, BEATRICE	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/634053	2011	Natural Fashion. From symbolic to cognitive innovation through crafts and design	COLOMBI, CHIARA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/644331	2011	"Brevetto, Design e ""forma del tempo"". I brevetti nella storia del design italiano"	BOSONI, GIAMPIERO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/660634	2011	Dust: A Visualization Tool Supporting Parents’ School-Choice Evaluation Process	AZZI, MATTEO;CAVIGLIA, GIORGIO;RICCI, DONATO;CIUCCARELLI, PAOLO;Emanuele Bonetti;Loredana Bontempi	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693234	2011	NUTRIRE MILANO. Seconda annualità del progetto - Relazione al bilancio.	MERONI, ANNA;SIMEONE, GIULIA;CORUBOLO, MARTA;D. Cantu;PIREDDA, FRANCESCA;A. Arossa;P. Bolzacchini;A. Cecchini;E. Nasuelli	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693286	2011	Smart Citizens community directory. Deliverable 3.1.1 Progetto europeo Peripheria	CONCILIO, GRAZIA;RIZZO, FRANCESCA;e.t. alii	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693292	2011	Sociable Housing	MERONI, ANNA;FERRI, GIORDANA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/634267	2011	Per l'Esposizione, mi raccomando...! Milano e l’Esposizione internazionale del Sempione del 1906 nei documenti del Castello Sforzesco	G. Botti;CORDERA, PAOLA;RICCI, GIULIANA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/640521	2011	Uffici del Triennale Design Museum	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/641342	2011	Filiali Superflash Intesa Sanpaolo	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/667212	2011	Housing Contest - Bando europeo per la formazione di un Repertorio di progetti per edifici residenziali ad alte prestazioni e basso costo	BELLINI, OSCAR EUGENIO;SCOCCIMARRO, ANTONIO;DAGLIO, LAURA;DALL'O', GIULIANO;SARTO, LUCA;SANNA, NICOLA;E. Pili;A. Morettini;S. Lugano;DLC s. r. l.;COLLINA, LUISA MARIA VIRGINIA;GEROSA, GIULIA MARIA;T. Belletti;P. Catena	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/693096	2011	"Concorso nazionale per ""INTERVENTI DI RIQUALIFICAZIONE PAESAGGISTICO – AMBIENTALE ED ARCHITETTONICA DEL PIAZZALE SCOGLI ROSSI AD ARBATAX"""	DAGLIO, LAURA;GEROSA, GIULIA MARIA;D. Fumagalli;G. Lassandro;A. Loi;LANZAROTTI, GRETA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/693500	2011	Design Mediterraneo | Mediterranean Design, 2011	FERRARA, MARIA RITA;A. Calvera	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765540	2011	Servizi alla visita dell'area archeologica di competenza SAR, Roma	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/766431	2011	"Design sul filo della tradizione. Strategie e strumenti di valorizzazione di competenze e culture locali 

Design on the thread of tradition. Strategies and instruments to exploit local skills and culture in the textile industry"	VACCA, FEDERICA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/959229	2011	Progetto dell'identità visiva per il centocinquantesimo anniversario del Politecnico di Milano.	TOLINO, UMBERTO	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/703930	2012	Green Connection	VIGNATI, ARIANNA;MANZONI, ALBERTO;LOLLIO, VALENTINA;RIVIECCIO, VALENTINA;CARAMAGNO, MARINA	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958789	2012	La dinastia Brueghel	GADDI, ROSSANA	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958793	2012	Brueghel. Meraviglie dell'arte fiamminga	GADDI, ROSSANA	
07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/731383	2012	ARPA DI LUCE	MURANO, FRANCESCO;Gianpietro Grossi;Pietro Pirelli	
07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/731384	2012	ARPA DI LUCE ALLA NOTTE DEI RICERCATORI A MANTOVA	MURANO, FRANCESCO;Gianpietro Grossi;Pietro Pirelli	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/686870	2012	Fabio Bortolani. My way	MAFFEI, STEFANO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/692658	2012	Censimento delle architetture Liberty nel territorio di Varese, Area nord, sentiero 10	ANZANI, ANNA;CONDOLEO, PAOLA;Baila A.;CARAMEL, CLAUDIA;GUARISCO, MARGHERITA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/731377	2012	LUCI SULLE MURA	MURANO, FRANCESCO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/766134	2012	Analogico/Digitale	MAFFEI, STEFANO;S. Micelli;BOLZAN, PATRIZIA;M. Pirovano;A. Gianni	
07 ALTRO::07.08 Prototipo d'arte e relativi progetti	http://hdl.handle.net/11311/731378	2012	Magic Thinks	MURANO, FRANCESCO;Fenoglio N.	
07 ALTRO::07.08 Prototipo d'arte e relativi progetti	http://hdl.handle.net/11311/731385	2012	LASER PENDULUM	MURANO, FRANCESCO;Gianpietro Grossi;Pietro Pirelli	
07 ALTRO::07.09 Cartografia	http://hdl.handle.net/11311/1019572	2012	Viaggiando Liberty. Percorsi di architettura lungo I sentieri del parco. Mappa tematica	ANZANI, ANNA;BAILA, ANGELA;CARAMEL, CLAUDIA;GUARISCO, MARGHERITA;Pozzi G.	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/642963	2012	Complessita' e Sostenibilita' nel Progetto - 1/2012 gennaio-marzo 2012	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/652136	2012	Complessita' e Sostenibilita' nel Progetto - 2/2012 aprile-giugno 2012	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/664624	2012	Catalogo Salone Satellite 2012	MAFFEI, STEFANO;S. Legrenzi	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/667247	2012	Esposizione personale di disegni d'architettura, design città	PIERLUISI, GABRIELE	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/669783	2012	Complessita' e Sostenibilita' nel Progetto - 3/2012 luglio-settembre 2012	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/686423	2012	Complessita' e Sostenibilita' nel Progetto - 4/2012 ottobre-dicembre 2012.	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693222	2012	"EC project ""SPREAD - Sustainable Lifestyles 2050
Deliverable 3.1: ""Visual material presenting emerging best practices and emerging visions on sustainable lifestyles"""	MERONI, ANNA;PIREDDA, FRANCESCA;JEGOU, FRANCOIS;CORUBOLO, MARTA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693227	2012	"EC project ""SPREAD - Sustainable Lifestyles 2050
Deliverable 3.2: ""EUROPEAN POLICY BRIEF. Emerging Visions for Future Sustainable Lifestyles 2050"""	MERONI, ANNA;CORUBOLO, MARTA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693238	2012	NUTRIRE MILANO.  Relazione conclusiva anno 2011	MERONI, ANNA;SIMEONE, GIULIA;CORUBOLO, MARTA;D. Cantu;PIREDDA, FRANCESCA;A. Arossa;P. Bolzacchini;A. Cecchini;E. Nasuelli;C. Fiorani;P. Corvo;P. Grimaldi;P. Migliorini;B. Scaltriti	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693262	2012	"European Lifestyles. The future issue.
EC project ""SPREAD - Sustainable Lifestyles 2050"	MERONI, ANNA;PIREDDA, FRANCESCA;JEGOU, FRANCOIS;CORUBOLO, MARTA;C. Hicks;N. Bruggermann;R. Groezinger;S. Thorne;L. Rijnhout;S. Lorek;S. Goicoechea;A. Neuvonen;M. Ritola;S. Lahteenoja;K. Straver;M. Uyterlinde;C. Tigchelaar;B. Schaefer;G. Salvador;C. Chiotan;C. Costongs;O. Monts;JEGOU, FRANCOIS;P. Szuppinger;E. Csobod	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693267	2012	Use cases and requirements list	RIZZO, FRANCESCA;S. Oliva;COSTA, FIAMMETTA CARLA ENRICA;e.t. alii	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693936	2012	"Deliverable 5.2.1 Progetto Peripheria.
 Pilots scenarios (initial version)"	CONCILIO, GRAZIA;RIZZO, FRANCESCA;e.t. alii	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/693937	2012	D 3.2.1 Training and learning report (initial version). Deliverable progetto europeo Peripheria	CONCILIO, GRAZIA;RIZZO, FRANCESCA;e.t. alii	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/762464	2012	Exotic orientation systems as gameplay devices	RIGHI RIVA, PIETRO;VITALI, ANNAMARIA ANDREA;PILLAN, MARGHERITA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/825730	2012	Atelier 2.0. How Web 2.0 enables new creative models to innovate in fashion	COLOMBI, CHIARA;TOLINO, UMBERTO	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019062	2012	Cover mania	MAURI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/667388	2012	Concorso di idee per la ricostruzione della “Chiesa di san Gregorio Magno” (AQ), Italia.	P. Rocchi;D. Groos;DOCCI, MARIO;C. Bianchini;A. Roca De Amicis;D. Esposito;C. Bartolozzi;BRUSCHI, ANDREA;M. Gaiani;G. Santi;D. Casertano;PIERLUISI, GABRIELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/669549	2012	Concurso Público Nacional de anteprojetos de arquitetura para o Campus Cabral da Universidade Federal do Paraná – Curitiba	R. Righi;NEBULONI, ATTILIO;B. Carreño;B. R. Padovano;BLASI, CESARE;PADOVANO, GABRIELLA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/764739	2012	Fondazione Giorgio Cini. Restauro del Cenacolo Palladiano, Venezia	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765541	2012	Gallerie d'Italia - Piazza Scala, Milano	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765542	2012	Public Service Hall, Marneuli (Georgia)	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765544	2012	Triennale di Milano. Restauro dello scalone d'onore e accesso al Teatro dell'Arte	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/765545	2012	Pannello fonoassorbente Mitesco per Caimi Brevetti	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/983751	2012	"Atlas of Urban Lighting Experience 2.0- Concorso internazionale ""VOX JUVENTA 2012 - Light Symposium in Wismar, Germany"" - progetto vincitore"	CASCIANI, DARIA	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/731382	2013	"SKYLIGHT  LUMINATOR
PRIMO PREMIO CONCORSO INTERNAZIONALE
SHARP DESIGN CONTEST
LIGHT FOR EMOTIONAL CONFORT"	MURANO, FRANCESCO	
07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827536	2013	ARPA DI LUCE A MONZA	MURANO, FRANCESCO;GIANPIETRO GROSSI;PIETRO PIRELLI	
07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827538	2013	ARPA DI LUCE A VIGGIANO (POTENZA)	MURANO, FRANCESCO;PIETRO PIRELLI;GIAMPIETRO GROSSI	
07 ALTRO::07.04 Performance	http://hdl.handle.net/11311/827541	2013	ARPA DI LUCE A MODENA	MURANO, FRANCESCO;PIETRO PIRELLI;GIANPIETRO GROSSI	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/751643	2013	Made in slums. Mathare Nairobi.	IRACE, FULVIO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/813518	2013	"Casa Diaz - Design Autoprodotto
in Operae - Indipendent Design Festival 2013"	MURANO, FRANCESCO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/826341	2013	Viaggiando Liberty - Percorsi di architettura lungo i sentieri del Parco	A. Baila;ANZANI, ANNA;E. Guglielmi	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/826342	2013	FAIMarathon2013 - Presenze Liberty a Gallarate	ANZANI, ANNA;A. Baila;CARAMEL, CLAUDIA;GUARISCO, MARGHERITA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/828325	2013	A Designer A Day 2013	ARQUILLA, VENANZIO;PARINI, BARBARA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/845779	2013	Senza Pericolo! Costruzioni e Sicurezza	BUCCI, FEDERICO;BIAGI, MARCO ENZO;BOERI, ELISA;Dario Costi;CRIPPA, DAVIDE;DI PRETE, BARBARA;FERRARI, MASSIMO;Marco Introini;Lucia Miodini;Luigi Spinelli;TINAZZI, CLAUDIA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/846007	2013	Tech Stories	BUCCI, FEDERICO;COLLINA, LUISA MARIA VIRGINIA;A. Colombo;B. Finessi;PROTASONI, SARA;E. Rovida	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924563	2013	INTORNO AL LIBRO. TRA ARTE E DESIGN	FINESSI, GIUSEPPE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924564	2013	PROGETTO CIBO. LA FORMA DEL GUSTO	FINESSI, GIUSEPPE	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/786328	2013	Chi paga i costi del traffico	BERIA, PAOLO;GRIMALDI, RAFFAELE;PONTI, MARCO GUIDO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/786329	2013	Quando l’analisi economica dice sempre di sì	BERIA, PAOLO;PONTI, MARCO GUIDO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824334	2013	Complessità e Sostenibilità nel Progetto - 5/2013 gennaio-febbraio 2013	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824335	2013	Complessità e Sostenibilità nel Progetto - 6/2013 aprile-giugno 2013	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824336	2013	Complessità e Sostenibilità nel Progetto - 7/2013 luglio-settembre 2013	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/824337	2013	Complessità e Sostenibilità nel Progetto - 8/2013 ottobre-dicembre 2013	NEBULONI, ATTILIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827539	2013	WOW! Jelly Session #6	SCULLICA, FRANCESCO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827925	2013	Manifattura di Domodossola, una storia italiana	DELL'ACQUA BELLAVITIS, ARTURO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/827926	2013	Home Intertextile Mood	DELL'ACQUA BELLAVITIS, ARTURO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/837725	2013	Migliorare l’offerta formativa in materia di salute e sicurezza nelle costruzioni - definizione proposta regionale di “linee guida”	B. Pesenti;C. Macchia;C. Bruni;FIGIANI, MAURIZIO;F. Lovato;D. Marinoni;F. Monfrini;D. Ramenghi;P. A. Reguzzoni;E. Sgaramella;G. Spedo;P. Zambianchi;G. Zappa	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862001	2013	Design for Social Innovation as a form of Design Activism: An action format	MERONI, ANNA;FASSI, DAVIDE;SIMEONE, GIULIA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862939	2013	From engaging to empowering people: a set of co-design experiments with a service design perspective.	CANTU', DARIA;SELLONI, DANIELA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/862942	2013	The experience of Creative Citizens	SELLONI, DANIELA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/824338	2013	Concurso Público Nacional de Arquitetura - Novo Centro Administrativo do Maranhão	P. Pontes;B. Padovano;BLASI, CESARE;PADOVANO, GABRIELLA;NEBULONI, ATTILIO;P. Bertacchini	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826331	2013	Expo 2015. Punto di informazioni Agorà	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826332	2013	Comune di Lodi. Biblioteca Laudense	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826333	2013	Uffici finanziari Banca Patrimoni Sella, Palazzo Bricherasio. Torino	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826334	2013	Intesa Sanpaolo. Campus tecnologico e uffici a Moncalieri	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826335	2013	Zambon.  Ampliamento dell'Health and Quality Factory e nuovo Z Building a Vicenza	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/826336	2013	Museo Frau a Tolentino	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/958781	2013	"SKY LUMINATOR
Sharp International Design Contest | Light for Emotional Comfort"	MURANO, FRANCESCO	
07 ALTRO::07.02 Disegno	http://hdl.handle.net/11311/958761	2014	Traditional Architecture and Countryside, Puglia - Valle D’itria	AMORUSO, GIUSEPPE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1044958	2014	Mondopasta	S. Maffei;A. Gianni;P. Bolzan;PIROVANO, MARCELLO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/880555	2014	"TEXTILE VIVANT.
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design"	CONTI, GIOVANNI MARIA;DEL CURTO, BARBARA;FIORANI, ELEONORA;SOLDATI, MARIA GRAZIA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/898355	2014	IL DESIGN ITALIANO OLTRE LE CRISI. AUTARCHIA AUSTERITA' AUTOPRODUZIONE	FINESSI, GIUSEPPE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/924565	2014	LA CASA MORBIDA. Tra arte e design	FINESSI, GIUSEPPE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/958564	2014	Milano Sottosopra, 50° anniversario della Rossa	BOSONI, GIAMPIERO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/960010	2014	A Designer A Day (ADAD) 2014	ARQUILLA, VENANZIO;PARINI, BARBARA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/971202	2014	Design dei servizi collaborativi	SELLONI, DANIELA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019072	2014	RAW	DensityDesign Research Lab;CAVIGLIA, GIORGIO;MAURI, MICHELE;UBOLDI, GIORGIO ROBERTO;AZZI, MATTEO	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1065023	2014	CampUS. Incubazione e messa in scena di pratiche sociali	Davide Fassi;Francesca Piredda;PERONDI, ELENA;Pierluigi Salvadeo	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/930355	2014	Arid Zones Cluster Pavillon for Expo 2015	BIAMONTI, ALESSANDRO;CAMOCINI, BARBARA;M. ZINI	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/958756	2015	"TEXTILE VIVANT 
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design"	GADDI, ROSSANA	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1022097	2015	Geografie	FINESSI, GIUSEPPE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/1047003	2015	Cool Japan_Double Impact	alessandro biamonti	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/957975	2015	Milano mai vista	IRACE, FULVIO;NERI, GABRIELE	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/959240	2015	Censire la Bellezza - Dal 28 febbraio al 10 marzo presso la Galleria 96 Metricubi d'arte - via Parini 8, Gallarate	BAILA, ANGELA;ANZANI, ANNA;Guglielmi, E.;CARAMEL, CLAUDIA;Niglia, D.	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/974528	2015	Giorgio De Chirico_ Una gita a Lecco	CEPPI, GIULIO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/975477	2015	LOMBARDIES. A unique territory with multiple identities	PARENTE, MARINA;SIMONELLI, GIULIANO	
07 ALTRO::07.06 Mostra	http://hdl.handle.net/11311/979666	2015	Il Nuovo Vocabolario della Moda Italiana	BERTOLA, PAOLA;LINFANTE, VITTORIO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019087	2015	Design to feed the world	CAMOCINI, BARBARA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019547	2015	SIMPACT Project. Deliverable 4.1. Part I. SI Processes and Business Models	Rizo, F.;KOMATSU, TAMAMI TIFFANY;DESERTI, ALESSANDRO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019549	2015	SIMPACT Project. Deliverable 4.1. Part II. Existing Forms of SI. Dynamics & Features influencing SI Processes and Business Models	CELI, MANUELA;DESERTI, ALESSANDRO;Rizzo, F.	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019553	2015	SIMPACT Project. Deliverable 3.2. Comparative Report on Social Innovation across Europe	Terstriep, J.;Kleverbeck, M.;DESERTI, ALESSANDRO;Rizzo, F.	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/1019564	2015	My Neighbourhood | My City Project. Deliverable 6.5. Scalability Implementation and Assessment Report	Oliveira, A.;DESERTI, ALESSANDRO;CONCILIO, GRAZIA;MOLINARI, FRANCESCO;Rizzo, F;Morelli, N.;Akbar, F.	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/988152	2015	Etica e progettualità	BOSONI, GIAMPIERO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/988153	2015	Bakground week 3  day 3	BOSONI, GIAMPIERO	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989384	2015	Hacking Public Services: come riprogettare i servizi pubblici, con i cittadini.	SELLONI, DANIELA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989391	2015	Ezio Manzini: design per l’innovazione sociale.	SELLONI, DANIELA	
07 ALTRO::07.12 Altro	http://hdl.handle.net/11311/989392	2015	Interviewed: Ezio Manzini on Design When Everybody Designs.	SELLONI, DANIELA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1018896	2015	Miglior Cluster Zone Aride. Agricoltura e Nutrizione.	COLLINA, LUISA MARIA VIRGINIA;CAMOCINI, BARBARA	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1018993	2015	Padiglione Zero per Expo2015	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019017	2015	Unicredit Pavillion	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/1019025	2015	Casa del Manzoni - Milano	DE LUCCHI, MICHELE	
07 ALTRO::07.13 Progetti	http://hdl.handle.net/11311/983225	2015	"Progetto GENIUS LUCI  - Concorso internazionale ""URBAN LIGHTSCAPE"" - progetto vincitore"	Gentili, Helena;CASCIANI, DARIA;Santoro, Piero;Caggiano, Else;D'Alesio, Carlo;Di Filippo, Massimo	
07 ALTRO::07.03 Design	http://hdl.handle.net/11311/1044085	2016	Research Service Design Based on Online Public Service Platform — APP Design for Mutual Learning Through Sign Language Short Video	Yin Liang	
